"q" "I"
0.2730694 0.820688216852322
0.27572863 0.814578519413191
0.27838771 0.789936511178409
0.28104666 0.7747660191436
0.28370546 0.764748170922911
0.28636411 0.760927789705304
0.28902262 0.742552118272212
0.29168098 0.731157662664838
0.2943392 0.710801721659932
0.29699726 0.701584576849703
0.29965516 0.695455900786682
0.30231292 0.679899133297465
0.30497052 0.661146728294276
0.30762796 0.659894769985836
0.31028525 0.633827551212602
0.31294238 0.626638280251013
0.31559934 0.616737379257044
0.31825615 0.605113734422927
0.32091279 0.604277308090211
0.32356927 0.591559316898972
0.32622558 0.592792927451906
0.32888173 0.572554879976296
0.33153771 0.574113966043111
0.33419351 0.555547404351434
0.33684915 0.552431755691342
0.33950462 0.538096060245923
0.34215991 0.534492829183394
0.34481502 0.524035581133111
0.34746996 0.519294868087689
0.35012473 0.514485994970593
0.35277931 0.499585908896961
0.35543371 0.494370151958238
0.35808793 0.481742059511748
0.36074197 0.468496294344762
0.36339583 0.479780610846728
0.3660495 0.46612730470355
0.36870298 0.451877249641287
0.37135627 0.441971380558792
0.37400937 0.441065400986719
0.37666229 0.43113618977401
0.379315 0.42197445623686
0.38196753 0.416553693359456
0.38461986 0.39738544094635
0.387272 0.402639917432153
0.38992393 0.391357125528781
0.39257567 0.385609336252719
0.39522721 0.379108368984472
0.39787855 0.364021361865839
0.40052968 0.357565790835072
0.40318061 0.347810515293122
0.40583133 0.334208730067988
0.40848185 0.333875868136775
0.41113216 0.326670273455745
0.41378226 0.324362793481992
0.41643214 0.304150164745029
0.41908182 0.299970241120795
0.42173128 0.287134224969346
0.42438053 0.283320520442138
0.42702956 0.273444407318432
0.42967837 0.264657199312035
0.43232696 0.263440543346926
0.43497534 0.268484020644397
0.43762349 0.261987561456479
0.44027142 0.248830325524124
0.44291913 0.243339741288299
0.44556661 0.233059882913179
0.44821386 0.236127233341225
0.45086088 0.226336171790182
0.45350768 0.227585766970801
0.45615424 0.219989425555689
0.45880058 0.220247784559346
0.46144668 0.213357056288869
0.46409254 0.202199420787067
0.46673817 0.206984822971654
0.46938356 0.206311920352741
0.47202871 0.204973469988826
0.47467363 0.193416820748493
0.4773183 0.195163718961902
0.47996273 0.195618433121522
0.48260691 0.182557136498694
0.48525085 0.187834127099957
0.48789455 0.183890445285277
0.49053799 0.181903885429948
0.49318119 0.186724545271356
0.49582414 0.182074845504829
0.49846683 0.183427466749823
0.50110927 0.196137159393192
0.50375146 0.191680053229887
0.50639339 0.191455382597946
0.50903507 0.198254585008968
0.51167648 0.195064238903568
0.51431764 0.196585304635762
0.51695854 0.199414607393503
0.51959917 0.204489657024985
0.52223954 0.21083817494819
0.52487965 0.206439474054171
0.52751949 0.210920944880197
0.53015906 0.216598092668939
0.53279837 0.219725620054982
0.5354374 0.219575026514437
0.53807616 0.221363062603732
0.54071466 0.230327334336628
0.54335287 0.22284488569381
0.54599082 0.23767348386504
0.54862848 0.23928410136437
0.55126587 0.247991133884991
0.55390298 0.246460258149423
0.55653981 0.254871891806379
0.55917636 0.243025542546786
0.56181262 0.242299552353342
0.5644486 0.24203986589746
0.5670843 0.245111380056841
0.56971971 0.240023907575428
0.57235483 0.240354755985047
0.57498966 0.248563604885758
0.5776242 0.252021370841983
0.58025845 0.252428207348479
0.58289241 0.242939881134685
0.58552607 0.249515072696951
0.58815944 0.241208168449007
0.59079251 0.247481786523299
0.59342528 0.249737077909968
0.59605775 0.242517456921862
0.59868992 0.242100878756067
0.60132179 0.243755404694938
0.60395336 0.239224381785951
0.60658462 0.235617880722297
0.60921558 0.241904455256028
0.61184623 0.240668047853258
0.61447657 0.239496186172046
0.6171066 0.235434132419544
0.61973632 0.232258007138972
0.62236573 0.23267691688917
0.62499483 0.232444986013575
0.62762361 0.237077279069935
0.63025207 0.229515666959374
0.63288022 0.230345642662861
0.63550805 0.2193861576633
0.63813556 0.234519867442691
0.64076275 0.225533081594335
0.64338961 0.221639782505987
0.64601616 0.224561636284309
0.64864237 0.224010383490197
0.65126827 0.224994170162988
0.65389383 0.216394803217986
0.65651907 0.220208733806364
0.65914397 0.218235317042373
0.66176855 0.222318991180125
0.66439279 0.211192880697205
0.6670167 0.210488205969293
0.66964028 0.211661195327742
0.67226352 0.210740030227937
0.67488642 0.209388226483224
0.67750898 0.202608604649677
0.68013121 0.206578919624643
0.68275309 0.2075351452349
0.68537463 0.208161011358535
0.68799583 0.208759978831438
0.69061668 0.192001735647608
0.69323719 0.197487380709708
0.69585735 0.194747209140181
0.69847716 0.197089520934596
0.70109662 0.189185144887808
0.70371573 0.192076383149168
0.70633449 0.196935200013348
0.7089529 0.191000770954439
0.71157095 0.187543630609362
0.71418864 0.194433559779886
0.71680598 0.189095811295987
0.71942296 0.187620491407503
0.72203958 0.188790988835834
0.72465584 0.187207259472762
0.72727173 0.178984452609051
0.72988727 0.188399884609669
0.73250244 0.187477434115531
0.73511724 0.176534546211711
0.73773168 0.18367188356219
0.74034575 0.185432805454055
0.74295945 0.183308327255468
0.74557278 0.181637072789943
0.74818573 0.17377397393581
0.75079832 0.179692460424926
0.75341053 0.174567890253904
0.75602236 0.165672948327813
0.75863382 0.17385306643086
0.7612449 0.166506979989287
0.7638556 0.158449279267575
0.76646592 0.167838506572685
0.76907586 0.167317475002794
0.77168542 0.161990998034027
0.77429459 0.167213452692095
0.77690338 0.16366592730789
0.77951178 0.157183523341848
0.78211979 0.16384442888858
0.78472742 0.163271865886174
0.78733465 0.163251486208746
0.7899415 0.163661095907514
0.79254795 0.163206276603163
0.795154 0.168154285113777
0.79775967 0.162647109039448
0.80036493 0.16227884224879
0.8029698 0.165330339480065
0.80557428 0.169773414079058
0.80817835 0.157495103979567
0.81078202 0.168891462706567
0.81338529 0.163272207606549
0.81598816 0.171070040497718
0.81859062 0.167107188170013
0.82119267 0.17213604509268
0.82379432 0.17328823156616
0.82639557 0.158553843073638
0.8289964 0.172639430748141
0.83159682 0.172341955276046
0.83419683 0.170502519185148
0.83679643 0.177434921569638
0.83939562 0.184647208712778
0.84199439 0.181074848143182
0.84459274 0.180493860419228
0.84719068 0.193569404153066
0.8497882 0.179961762366431
0.85238529 0.180975449572015
0.85498197 0.199981453151178
0.85757823 0.192233963557068
0.86017406 0.180852821901218
0.86276947 0.206762439237606
0.86536445 0.187617555240898
0.86795901 0.211859422059912
0.87055313 0.208502376869842
0.87314683 0.198466409583435
0.8757401 0.218015761701581
0.87833294 0.20786869323548
0.88092534 0.240872617441307
0.88351731 0.224523197999384
0.88610885 0.222173993967872
0.88869995 0.223929755882078
0.89129061 0.221018918642916
0.89388083 0.222647852354334
0.89647062 0.226832565321052
0.89905996 0.21878671441049
0.90164887 0.250507836101126
0.90423733 0.22967182528479
0.90682534 0.233381044864483
0.90941291 0.243075625610636
0.91200003 0.225262418028568
0.91458671 0.234925216151248
0.91717294 0.219498255089317
0.91975872 0.239252066393544
0.92234404 0.232679718996244
0.92492892 0.220241715079767
0.92751334 0.221839121143685
0.9300973 0.232946321346787
0.93268082 0.201078041719683
